GNA11	ENST00000078429.9	ENSG00000088256
GNA12	ENST00000275364.8	ENSG00000146535
GNA15	ENST00000262958.4	ENSG00000060558
GNAI1	ENST00000649796.2	ENSG00000127955
GNAI2	ENST00000313601.11	ENSG00000114353
GNAI3	ENST00000369851.7	ENSG00000065135
GNAL	ENST00000334049.11	ENSG00000141404
GNAL	ENST00000423027.8	ENSG00000141404
GNAO1	ENST00000262493.12	ENSG00000087258
GNAQ	ENST00000286548.9	ENSG00000156052
GNAS	ENST00000371075.7	ENSG00000087460
GNAS	ENST00000371085.8	ENSG00000087460
GNAS	ENST00000371100.9	ENSG00000087460
GNAT1	ENST00000232461.8	ENSG00000114349
GNAT2	ENST00000679935.1	ENSG00000134183
GNAZ	ENST00000615612.2	ENSG00000128266
GNB1	ENST00000378609.9	ENSG00000078369
GNB2	ENST00000303210.9	ENSG00000172354
GNB3	ENST00000229264.8	ENSG00000111664
GNG3	ENST00000294117.6	ENSG00000162188
GNG4	ENST00000391854.7	ENSG00000168243
GNG5	ENST00000370645.9	ENSG00000174021
GNG7	ENST00000382159.8	ENSG00000176533
GNG10	ENST00000374293.5	ENSG00000242616
GNG11	ENST00000248564.6	ENSG00000127920
GNGT1	ENST00000248572.10	ENSG00000127928
GNGT2	ENST00000507680.6	ENSG00000167083
GNL1	ENST00000376621.8	ENSG00000204590
GNRH1	ENST00000421054.7	ENSG00000147437
GNRH2	ENST00000359100.6	ENSG00000125787
GNRHR	ENST00000226413.5	ENSG00000109163
GNS	ENST00000258145.8	ENSG00000135677
GOLGA1	ENST00000373555.9	ENSG00000136935
GOLGA2	ENST00000611957.5	ENSG00000167110
GOLGA3	ENST00000450791.8	ENSG00000090615
GOLGA4	ENST00000361924.7	ENSG00000144674
GOLGB1	ENST00000614479.5	ENSG00000173230
GOT1	ENST00000370508.7	ENSG00000120053
GOT2	ENST00000245206.10	ENSG00000125166
SFN	ENST00000339276.6	ENSG00000175793
GP1BA	ENST00000329125.6	ENSG00000185245
GP1BB	ENST00000366425.4	ENSG00000203618
GP2	ENST00000302555.10	ENSG00000169347
GP5	ENST00000692618.1	ENSG00000178732
GP9	ENST00000307395.5	ENSG00000169704
GPC1	ENST00000264039.7	ENSG00000063660
GPD1	ENST00000301149.8	ENSG00000167588
GPD2	ENST00000438166.7	ENSG00000115159
GPI	ENST00000356487.11	ENSG00000105220
GPLD1	ENST00000230036.2	ENSG00000112293
GPM6A	ENST00000393658.7	ENSG00000150625
GPM6B	ENST00000316715.9	ENSG00000046653
CMKLR2	ENST00000621141.5	ENSG00000183671
CCR10	ENST00000332438.4	ENSG00000184451
GPR3	ENST00000374024.4	ENSG00000181773
GPR4	ENST00000323040.5	ENSG00000177464
XCR1	ENST00000309285.4	ENSG00000173578
GPR6	ENST00000275169.5	ENSG00000146360
NPBWR1	ENST00000674939.1	ENSG00000288611
NPBWR2	ENST00000684052.1	ENSG00000125522
CXCR3	ENST00000373693.4	ENSG00000186810
PRLHR	ENST00000239032.4	ENSG00000119973
GPR12	ENST00000405846.5	ENSG00000132975
UTS2R	ENST00000313135.5	ENSG00000181408
GPR15	ENST00000284311.5	ENSG00000154165
GPR17	ENST00000486700.2	ENSG00000144230
GPR18	ENST00000397470.5	ENSG00000125245
GPR19	ENST00000651487.1	ENSG00000183150
GPR20	ENST00000377741.4	ENSG00000204882
GPR21	ENST00000616002.3	ENSG00000188394
GPR22	ENST00000304402.6	ENSG00000172209
LPAR4	ENST00000614823.5	ENSG00000147145
MCHR1	ENST00000249016.5	ENSG00000128285
GPR25	ENST00000304244.5	ENSG00000170128
GPR26	ENST00000284674.2	ENSG00000154478
GPR27	ENST00000304411.3	ENSG00000170837
GPER1	ENST00000397088.4	ENSG00000164850
GPR31	ENST00000366834.2	ENSG00000120436
GPR32	ENST00000270590.4	ENSG00000142511
GPR33	ENST00000399285.5	ENSG00000214943
GPR34	ENST00000378142.9	ENSG00000171659
GPR35	ENST00000407714.2	ENSG00000178623
GPR37	ENST00000303921.3	ENSG00000170775
MLNR	ENST00000218721.1	ENSG00000102539
GPR39	ENST00000329321.4	ENSG00000183840
FFAR1	ENST00000246553.4	ENSG00000126266
FFAR3	ENST00000327809.5	ENSG00000185897
GPR42	ENST00000454971.3	ENSG00000126251
FFAR2	ENST00000599180.3	ENSG00000126262
GRK4	ENST00000398052.9	ENSG00000125388
GRK5	ENST00000392870.3	ENSG00000198873
GRK6	ENST00000355472.10	ENSG00000198055
MKNK2	ENST00000250896.9	ENSG00000099875
GPS1	ENST00000578552.6	ENSG00000169727
GPS2	ENST00000380728.7	ENSG00000132522
GPT	ENST00000394955.3	ENSG00000167701
GPX1	ENST00000419783.3	ENSG00000233276
GPX2	ENST00000389614.6	ENSG00000176153
GPX3	ENST00000388825.9	ENSG00000211445
GPX4	ENST00000354171.13	ENSG00000167468
GPX5	ENST00000412168.7	ENSG00000224586
GPX7	ENST00000361314.5	ENSG00000116157
GRB2	ENST00000316804.10	ENSG00000177885
GRB7	ENST00000309156.9	ENSG00000141738
GRB10	ENST00000401949.6	ENSG00000106070
GRB14	ENST00000263915.8	ENSG00000115290
RAPGEF1	ENST00000683357.1	ENSG00000107263
GRIA1	ENST00000285900.10	ENSG00000155511
GRIA2	ENST00000264426.14	ENSG00000120251
GRIA3	ENST00000620443.2	ENSG00000125675
GRIA3	ENST00000622768.5	ENSG00000125675
GRIA4	ENST00000282499.10	ENSG00000152578
GRID1	ENST00000327946.12	ENSG00000182771
GRID2	ENST00000282020.9	ENSG00000152208
GRN	ENST00000053867.8	ENSG00000030582
GRIK1	ENST00000327783.9	ENSG00000171189
GRIK2	ENST00000369134.9	ENSG00000164418
GRIK3	ENST00000373091.8	ENSG00000163873
GRIK4	ENST00000527524.8	ENSG00000149403
GRIK5	ENST00000593562.6	ENSG00000105737
GRIN1	ENST00000371561.8	ENSG00000176884
GRIN2A	ENST00000330684.4	ENSG00000183454
GRIN2B	ENST00000609686.4	ENSG00000273079
GRIN2C	ENST00000293190.10	ENSG00000161509
GRIN2D	ENST00000263269.4	ENSG00000105464
GRINA	ENST00000395068.9	ENSG00000178719
NR3C1	ENST00000394464.7	ENSG00000113580
ARHGAP35	ENST00000672722.1	ENSG00000160007
GRM1	ENST00000282753.6	ENSG00000152822
GRM2	ENST00000395052.8	ENSG00000164082
GRM3	ENST00000361669.7	ENSG00000198822
GRM4	ENST00000538487.7	ENSG00000124493
GRM5	ENST00000305447.5	ENSG00000168959
GRM6	ENST00000517717.3	ENSG00000113262
GRM7	ENST00000357716.9	ENSG00000196277
GRM8	ENST00000339582.7	ENSG00000179603
CXCL1	ENST00000395761.4	ENSG00000163739
CXCL2	ENST00000508487.3	ENSG00000081041
CXCL3	ENST00000296026.4	ENSG00000163734
GRP	ENST00000256857.7	ENSG00000134443
PDIA3	ENST00000300289.10	ENSG00000167004
GRPR	ENST00000380289.3	ENSG00000126010
GRSF1	ENST00000254799.11	ENSG00000132463
GSC2	ENST00000086933.3	ENSG00000063515
GSK3A	ENST00000222330.8	ENSG00000105723
GSK3B	ENST00000264235.13	ENSG00000082701
GSN	ENST00000432226.7	ENSG00000148180
GSPT1	ENST00000434724.7	ENSG00000103342
GSR	ENST00000221130.11	ENSG00000104687
GSS	ENST00000651619.1	ENSG00000100983
GSTA1	ENST00000334575.6	ENSG00000243955
GSTA2	ENST00000493422.3	ENSG00000244067
GSTA3	ENST00000211122.4	ENSG00000174156
GSTA4	ENST00000370963.9	ENSG00000170899
GSTM1	ENST00000309851.10	ENSG00000134184
GSTM2	ENST00000241337.9	ENSG00000213366
GSTM3	ENST00000361066.7	ENSG00000134202
GSTM4	ENST00000369836.9	ENSG00000168765
GSTM5	ENST00000256593.8	ENSG00000134201
GSTP1	ENST00000398606.10	ENSG00000084207
GSTT1	ENST00000612885.4	ENSG00000277656
GSTT2	ENST00000618279.3	ENSG00000277897
GSTZ1	ENST00000216465.10	ENSG00000100577
MSH6	ENST00000234420.11	ENSG00000116062
GTF2A1	ENST00000553612.6	ENSG00000165417
GTF2A2	ENST00000396060.7	ENSG00000140307
GTF2B	ENST00000370500.10	ENSG00000137947
GTF2E1	ENST00000283875.6	ENSG00000153767
GTF2E2	ENST00000355904.9	ENSG00000197265
GTF2F1	ENST00000394456.10	ENSG00000125651
GTF2F2	ENST00000340473.8	ENSG00000188342
GTF2H1	ENST00000265963.9	ENSG00000110768
GTF2H2	ENST00000274400.10	ENSG00000145736
GTF2H3	ENST00000543341.7	ENSG00000111358
GTF2H4	ENST00000259895.9	ENSG00000213780
GTF2I	ENST00000573035.6	ENSG00000263001
GTF3A	ENST00000381140.10	ENSG00000122034
BRF1	ENST00000547530.7	ENSG00000185024
GTF3C1	ENST00000356183.9	ENSG00000077235
GTF3C2	ENST00000264720.8	ENSG00000115207
GUCY1A2	ENST00000526355.7	ENSG00000152402
GUCA1A	ENST00000372958.2	ENSG00000048545
GUCA1B	ENST00000230361.4	ENSG00000112599
GUCA2A	ENST00000357001.3	ENSG00000197273
GUCA2B	ENST00000372581.2	ENSG00000044012
GUCY1A1	ENST00000506455.6	ENSG00000164116
GUCY1B1	ENST00000264424.13	ENSG00000061918
GUCY2C	ENST00000261170.5	ENSG00000070019
GUCY2F	ENST00000218006.3	ENSG00000101890
GUK1	ENST00000453943.6	ENSG00000143774
GUSB	ENST00000304895.9	ENSG00000169919
GYG1	ENST00000345003.9	ENSG00000163754
GYPA	ENST00000641688.3	ENSG00000170180
GYPB	ENST00000502664.6	ENSG00000250361
GYPC	ENST00000259254.9	ENSG00000136732
GYPE	ENST00000358615.9	ENSG00000197465
GYS1	ENST00000323798.8	ENSG00000104812
GYS2	ENST00000261195.3	ENSG00000111713
GZMH	ENST00000216338.9	ENSG00000100450
GUCY2D	ENST00000254854.5	ENSG00000132518
GZMA	ENST00000274306.7	ENSG00000145649
GZMB	ENST00000216341.9	ENSG00000100453
GZMK	ENST00000231009.3	ENSG00000113088
GZMM	ENST00000264553.6	ENSG00000197540
H1-0	ENST00000340857.4	ENSG00000189060
H1-2	ENST00000343677.4	ENSG00000187837
H1-3	ENST00000244534.7	ENSG00000124575
H1-4	ENST00000304218.6	ENSG00000168298
H1-5	ENST00000331442.5	ENSG00000184357
H1-6	ENST00000338379.6	ENSG00000187475
H2AC8	ENST00000303910.5	ENSG00000277075
H2AC7	ENST00000341023.2	ENSG00000196866
H2AX	ENST00000530167.2	ENSG00000188486
H2AZ1	ENST00000296417.6	ENSG00000164032
H2BC5	ENST00000377777.6	ENSG00000158373
H2BC3	ENST00000615966.2	ENSG00000276410
H3-3A	ENST00000366815.10	ENSG00000163041
H3-3B	ENST00000254810.8	ENSG00000132475
H1-1	ENST00000244573.5	ENSG00000124610
HABP2	ENST00000351270.4	ENSG00000148702
HSD17B10	ENST00000168216.11	ENSG00000072506
HAGH	ENST00000397356.8	ENSG00000063854
HADHA	ENST00000380649.8	ENSG00000084754
HADHB	ENST00000317799.10	ENSG00000138029
HADH	ENST00000309522.8	ENSG00000138796
HAL	ENST00000261208.8	ENSG00000084110
HARS1	ENST00000504156.7	ENSG00000170445
HAS1	ENST00000540069.7	ENSG00000105509
HAS2	ENST00000303924.5	ENSG00000170961
HAS3	ENST00000569188.6	ENSG00000103044
HBA1	ENST00000320868.9	ENSG00000206172
HBA2	ENST00000251595.11	ENSG00000188536
HBM	ENST00000356815.4	ENSG00000206177
HBB	ENST00000335295.4	ENSG00000244734
HBD	ENST00000650601.1	ENSG00000223609
HBE1	ENST00000396895.3	ENSG00000213931
HBG1	ENST00000330597.5	ENSG00000213934
HBG2	ENST00000336906.6	ENSG00000196565
HBQ1	ENST00000199708.3	ENSG00000086506
HBZ	ENST00000252951.3	ENSG00000130656
HCCS	ENST00000380762.5	ENSG00000004961
SERPIND1	ENST00000215727.10	ENSG00000099937
HCFC1	ENST00000310441.12	ENSG00000172534
HCK	ENST00000375852.5	ENSG00000101336
HCLS1	ENST00000314583.8	ENSG00000180353
HCRT	ENST00000293330.1	ENSG00000161610
HCRTR1	ENST00000403528.7	ENSG00000121764
HCRTR2	ENST00000370862.4	ENSG00000137252
HTT	ENST00000355072.11	ENSG00000197386
HDAC1	ENST00000373548.8	ENSG00000116478
HDAC2	ENST00000519065.6	ENSG00000196591
HDC	ENST00000267845.8	ENSG00000140287
HDGF	ENST00000357325.10	ENSG00000143321
HDLBP	ENST00000310931.10	ENSG00000115677
HELLS	ENST00000348459.10	ENSG00000119969
NCKAP1L	ENST00000293373.11	ENSG00000123338
HEXA	ENST00000268097.10	ENSG00000213614
HEXB	ENST00000261416.12	ENSG00000049860
CFH	ENST00000367429.9	ENSG00000000971
HFE	ENST00000357618.10	ENSG00000010704
CFHR1	ENST00000320493.10	ENSG00000244414
CFHR2	ENST00000367415.8	ENSG00000080910
HGD	ENST00000283871.10	ENSG00000113924
HGF	ENST00000222390.11	ENSG00000019991
HGFAC	ENST00000382774.8	ENSG00000109758
NRG1	ENST00000405005.8	ENSG00000157168
HHEX	ENST00000282728.10	ENSG00000152804
HIC1	ENST00000619757.5	ENSG00000177374
HIF1A	ENST00000337138.9	ENSG00000100644
HIP1	ENST00000336926.11	ENSG00000127946
UBE2K	ENST00000261427.10	ENSG00000078140
HINT1	ENST00000304043.10	ENSG00000169567
HIVEP1	ENST00000379388.7	ENSG00000095951
HIVEP2	ENST00000367603.8	ENSG00000010818
HK1	ENST00000359426.7	ENSG00000156515
HK1	ENST00000643399.2	ENSG00000156515
HK2	ENST00000290573.7	ENSG00000159399
HK3	ENST00000292432.10	ENSG00000160883
ZBTB48	ENST00000377674.9	ENSG00000204859
HLA-A	ENST00000376809.10	ENSG00000206503
HLA-B	ENST00000412585.7	ENSG00000234745
HLA-C	ENST00000376228.10	ENSG00000204525
HLA-DMA	ENST00000374843.9	ENSG00000204257
HLA-DMB	ENST00000418107.3	ENSG00000242574
MNX1	ENST00000252971.11	ENSG00000130675
HLA-DOA	ENST00000229829.7	ENSG00000204252
HLA-DOB	ENST00000438763.7	ENSG00000241106
HLA-DPA1	ENST00000692443.1	ENSG00000231389
HLA-DPB1	ENST00000418931.7	ENSG00000223865
HLA-DQA1	ENST00000343139.11	ENSG00000196735
HLA-DQA2	ENST00000374940.4	ENSG00000237541
HLA-DQB1	ENST00000434651.7	ENSG00000179344
HLA-DQB2	ENST00000437316.7	ENSG00000232629
HLA-DRA	ENST00000395388.7	ENSG00000204287
HLA-DRB1	ENST00000360004.6	ENSG00000196126
HLA-DRB3	ENST00000383126.8	ENSG00000231679
HLA-DRB4	ENST00000457451.7	ENSG00000231021
HLA-DRB5	ENST00000374975.4	ENSG00000198502
HLF	ENST00000226067.10	ENSG00000108924
HLA-E	ENST00000376630.5	ENSG00000204592
HLA-F	ENST00000259951.12	ENSG00000204642
HLA-G	ENST00000360323.11	ENSG00000204632
MR1	ENST00000367580.6	ENSG00000153029
HLCS	ENST00000674895.3	ENSG00000159267
HLX	ENST00000366903.8	ENSG00000136630
HMBS	ENST00000652429.1	ENSG00000256269
HMGB1	ENST00000341423.10	ENSG00000189403
HMGB2	ENST00000296503.10	ENSG00000164104
HMGB3	ENST00000325307.12	ENSG00000029993
HMGN1	ENST00000380749.10	ENSG00000205581
HMGN2	ENST00000361427.6	ENSG00000198830
HMGCL	ENST00000374490.8	ENSG00000117305
HMGCR	ENST00000287936.9	ENSG00000113161
HMGCS1	ENST00000325110.11	ENSG00000112972
HMGCS2	ENST00000369406.8	ENSG00000134240
HMGA1	ENST00000311487.9	ENSG00000137309
HMMR	ENST00000393915.9	ENSG00000072571
HMOX1	ENST00000216117.9	ENSG00000100292
HMOX2	ENST00000570646.6	ENSG00000103415
NR4A1	ENST00000394825.6	ENSG00000123358
HMX1	ENST00000400677.5	ENSG00000215612
HMX2	ENST00000339992.4	ENSG00000188816
FOXA1	ENST00000250448.5	ENSG00000129514
FOXA2	ENST00000419308.7	ENSG00000125798
FOXA3	ENST00000302177.3	ENSG00000170608
HNF4A	ENST00000316673.9	ENSG00000101076
HNF4G	ENST00000396423.4	ENSG00000164749
ONECUT1	ENST00000305901.7	ENSG00000169856
SLC29A2	ENST00000357440.7	ENSG00000174669
HNRNPA1	ENST00000340913.11	ENSG00000135486
HNRNPA2B1	ENST00000618183.5	ENSG00000122566
HNRNPAB	ENST00000358344.8	ENSG00000197451
HNRNPC	ENST00000553300.6	ENSG00000092199
HNRNPD	ENST00000313899.12	ENSG00000138668
HNRNPF	ENST00000682386.1	ENSG00000169813
HNRNPH1	ENST00000393432.9	ENSG00000169045
HNRNPH2	ENST00000316594.6	ENSG00000126945
HNRNPH3	ENST00000265866.12	ENSG00000096746
HNRNPK	ENST00000376263.8	ENSG00000165119
HNRNPL	ENST00000221419.10	ENSG00000104824
HNRNPU	ENST00000640218.2	ENSG00000153187
TLX1	ENST00000370196.11	ENSG00000107807
TLX2	ENST00000233638.8	ENSG00000115297
HOXA1	ENST00000643460.2	ENSG00000105991
HOXA2	ENST00000222718.7	ENSG00000105996
HOXA3	ENST00000612286.5	ENSG00000105997
HOXA4	ENST00000360046.10	ENSG00000197576
HOXA5	ENST00000222726.4	ENSG00000106004
HOXA6	ENST00000222728.3	ENSG00000106006
HOXA7	ENST00000242159.5	ENSG00000122592
HOXA9	ENST00000343483.7	ENSG00000078399
HOXA10	ENST00000283921.5	ENSG00000253293
HOXA11	ENST00000006015.4	ENSG00000005073
HPCA	ENST00000373467.4	ENSG00000121905
HOXA13	ENST00000649031.1	ENSG00000106031
HOXB1	ENST00000239174.7	ENSG00000120094
HOXB2	ENST00000330070.6	ENSG00000173917
HOXB3	ENST00000498678.6	ENSG00000120093
HOXB4	ENST00000332503.6	ENSG00000182742
HOXB5	ENST00000239151.6	ENSG00000120075
HOXB6	ENST00000225648.4	ENSG00000108511
HOXB7	ENST00000239165.9	ENSG00000260027
HOXB8	ENST00000239144.5	ENSG00000120068
HOXB9	ENST00000311177.7	ENSG00000170689
HOXC4	ENST00000430889.3	ENSG00000198353
HOXC5	ENST00000312492.3	ENSG00000172789
HOXC6	ENST00000243108.5	ENSG00000197757
HOXC8	ENST00000040584.6	ENSG00000037965
HOXC9	ENST00000303450.5	ENSG00000180806
HOXC10	ENST00000303460.5	ENSG00000180818
HOXC11	ENST00000546378.1	ENSG00000123388
HOXC12	ENST00000243103.4	ENSG00000123407
HOXC13	ENST00000243056.5	ENSG00000123364
HOXD1	ENST00000331462.6	ENSG00000128645
HOXD3	ENST00000683222.1	ENSG00000128652
HOXD4	ENST00000306324.4	ENSG00000170166
HOXD8	ENST00000313173.6	ENSG00000175879
HOXD9	ENST00000249499.8	ENSG00000128709
HOXD10	ENST00000249501.5	ENSG00000128710
HOXD11	ENST00000249504.7	ENSG00000128713
HOXD12	ENST00000406506.4	ENSG00000170178
HOXD13	ENST00000392539.4	ENSG00000128714
HP	ENST00000355906.10	ENSG00000257017
HPCAL1	ENST00000307845.8	ENSG00000115756
HPD	ENST00000289004.8	ENSG00000158104
HPGD	ENST00000296522.11	ENSG00000164120
HPN	ENST00000672452.2	ENSG00000105707
HPR	ENST00000540303.7	ENSG00000261701
HPRT1	ENST00000298556.8	ENSG00000165704
HPS1	ENST00000361490.9	ENSG00000107521
HPX	ENST00000265983.8	ENSG00000110169
HRAS	ENST00000311189.8	ENSG00000174775
HRAS	ENST00000417302.7	ENSG00000174775
ERAS	ENST00000636362.1	ENSG00000187682
AGFG1	ENST00000310078.13	ENSG00000173744
AGFG2	ENST00000300176.9	ENSG00000106351
HRH1	ENST00000431010.3	ENSG00000196639
HRC	ENST00000252825.9	ENSG00000130528
HRG	ENST00000232003.5	ENSG00000113905
HRH2	ENST00000636584.2	ENSG00000113749
HES1	ENST00000232424.4	ENSG00000114315
HSBP1	ENST00000433866.7	ENSG00000230989
HSD3B1	ENST00000369413.8	ENSG00000203857
HSD3B2	ENST00000369416.4	ENSG00000203859
HSD11B1	ENST00000367027.5	ENSG00000117594
HSD11B2	ENST00000326152.6	ENSG00000176387
HSD17B1	ENST00000585807.6	ENSG00000108786
HSD17B3	ENST00000375263.8	ENSG00000130948
HSD17B2	ENST00000199936.9	ENSG00000086696
HSD17B4	ENST00000510025.7	ENSG00000133835
HSF1	ENST00000528838.6	ENSG00000185122
HSF2	ENST00000368455.9	ENSG00000025156
HSF4	ENST00000521374.6	ENSG00000102878
DNAJB2	ENST00000336576.10	ENSG00000135924
DNAJA1	ENST00000330899.5	ENSG00000086061
HSPA1A	ENST00000375651.7	ENSG00000204389
HSPA1B	ENST00000375650.5	ENSG00000204388
HSPA1L	ENST00000375654.5	ENSG00000204390
HSPA2	ENST00000247207.7	ENSG00000126803
HSPA4	ENST00000304858.7	ENSG00000170606
HSPA5	ENST00000324460.7	ENSG00000044574
HSPA6	ENST00000309758.6	ENSG00000173110
HSPA8	ENST00000534624.6	ENSG00000109971
HSPA9	ENST00000297185.9	ENSG00000113013
HSPB1	ENST00000248553.7	ENSG00000106211
HSPB2	ENST00000304298.4	ENSG00000170276
HSP90AA1	ENST00000216281.13	ENSG00000080824
IGSF3	ENST00000369486.8	ENSG00000143061
HSP90AB1	ENST00000371646.10	ENSG00000096384
HSPD1	ENST00000388968.8	ENSG00000144381
HSPE1	ENST00000233893.10	ENSG00000115541
DNAJB1	ENST00000254322.3	ENSG00000132002
DNAJC4	ENST00000628077.3	ENSG00000110011
HSPG2	ENST00000374695.8	ENSG00000142798
NDST1	ENST00000261797.7	ENSG00000070614
FOXN2	ENST00000340553.8	ENSG00000170802
HTN1	ENST00000246896.8	ENSG00000126550
HTN3	ENST00000673563.1	ENSG00000205649
HTR1A	ENST00000323865.5	ENSG00000178394
HTR1B	ENST00000369947.5	ENSG00000135312
HTR1D	ENST00000374619.2	ENSG00000179546
HTR1E	ENST00000305344.7	ENSG00000168830
HTR1F	ENST00000319595.7	ENSG00000179097
HTR2A	ENST00000542664.4	ENSG00000102468
HTR2B	ENST00000258400.4	ENSG00000135914
HTR2C	ENST00000276198.6	ENSG00000147246
HTR3A	ENST00000504030.7	ENSG00000166736
HTR4	ENST00000377888.8	ENSG00000164270
HTR5A	ENST00000287907.3	ENSG00000157219
HTR6	ENST00000289753.2	ENSG00000158748
HTR7	ENST00000336152.8	ENSG00000148680
HUS1	ENST00000258774.10	ENSG00000136273
TNC	ENST00000350763.9	ENSG00000041982
HYAL1	ENST00000395144.7	ENSG00000114378
IAPP	ENST00000240652.8	ENSG00000121351
IARS1	ENST00000443024.7	ENSG00000196305
IBSP	ENST00000226284.7	ENSG00000029559
ICA1	ENST00000402384.8	ENSG00000003147
ICAM1	ENST00000264832.8	ENSG00000090339
ICAM2	ENST00000579788.6	ENSG00000108622
ICAM3	ENST00000160262.10	ENSG00000076662
ICAM4	ENST00000380770.5	ENSG00000105371
IRF8	ENST00000268638.10	ENSG00000140968
MRPL58	ENST00000301585.10	ENSG00000167862
ID1	ENST00000376112.4	ENSG00000125968
ID2	ENST00000396290.2	ENSG00000115738
ID3	ENST00000374561.6	ENSG00000117318
ID4	ENST00000378700.8	ENSG00000172201
IDE	ENST00000265986.11	ENSG00000119912
IDH1	ENST00000345146.7	ENSG00000138413
IDH2	ENST00000330062.8	ENSG00000182054
IDH3A	ENST00000299518.7	ENSG00000166411
IDH3B	ENST00000380843.9	ENSG00000101365
IDH3G	ENST00000217901.10	ENSG00000067829
IDI1	ENST00000381344.8	ENSG00000067064
IDS	ENST00000340855.11	ENSG00000010404
IDUA	ENST00000514224.2	ENSG00000127415
CFI	ENST00000394634.7	ENSG00000205403
IFI16	ENST00000295809.12	ENSG00000163565
IFI27	ENST00000621160.5	ENSG00000165949
IFI35	ENST00000415816.7	ENSG00000068079
SP110	ENST00000258381.11	ENSG00000135899
IFIT2	ENST00000371826.4	ENSG00000119922
IFIT1	ENST00000371804.4	ENSG00000185745
IFIT3	ENST00000371818.9	ENSG00000119917
IFNA1	ENST00000276927.3	ENSG00000197919
IFNA2	ENST00000380206.4	ENSG00000188379
IFNA4	ENST00000421715.3	ENSG00000236637
IFNA5	ENST00000610521.2	ENSG00000147873
IFNA6	ENST00000380210.2	ENSG00000120235
IFNA7	ENST00000239347.3	ENSG00000214042
IFNA8	ENST00000380205.2	ENSG00000120242
IFNA10	ENST00000357374.2	ENSG00000186803
IFNA13	ENST00000610660.2	ENSG00000233816
IFNA14	ENST00000380222.4	ENSG00000228083
IFNA16	ENST00000380216.1	ENSG00000147885
IFNA17	ENST00000413767.2	ENSG00000234829
IFNA21	ENST00000380225.1	ENSG00000137080
IFNAR1	ENST00000270139.8	ENSG00000142166
IFNAR2	ENST00000342136.9	ENSG00000159110
IFNB1	ENST00000380232.4	ENSG00000171855
IFNG	ENST00000229135.4	ENSG00000111537
IFNGR1	ENST00000367739.9	ENSG00000027697
IFNGR2	ENST00000290219.11	ENSG00000159128
IFNW1	ENST00000380229.4	ENSG00000177047
IFRD1	ENST00000403825.8	ENSG00000006652
IGBP1	ENST00000356413.5	ENSG00000089289
IGF1	ENST00000337514.11	ENSG00000017427
IGF1R	ENST00000650285.1	ENSG00000140443
IGF2	ENST00000416167.7	ENSG00000167244
IGF2R	ENST00000356956.6	ENSG00000197081
IGFALS	ENST00000215539.4	ENSG00000099769
IGFBP1	ENST00000275525.8	ENSG00000146678
IGFBP2	ENST00000233809.9	ENSG00000115457
IGFBP3	ENST00000613132.5	ENSG00000146674
IGFBP4	ENST00000269593.5	ENSG00000141753
IGFBP5	ENST00000233813.5	ENSG00000115461
IGFBP6	ENST00000301464.4	ENSG00000167779
IGFBP7	ENST00000295666.6	ENSG00000163453
CCN1	ENST00000451137.7	ENSG00000142871
IGHMBP2	ENST00000255078.8	ENSG00000132740
JCHAIN	ENST00000254801.9	ENSG00000132465
RBPJ	ENST00000355476.8	ENSG00000168214
IGLL1	ENST00000330377.3	ENSG00000128322
IGSF1	ENST00000361420.8	ENSG00000147255
IHH	ENST00000295731.7	ENSG00000163501
IK	ENST00000417647.7	ENSG00000113141
IKBKB	ENST00000520810.6	ENSG00000104365
IL1A	ENST00000263339.4	ENSG00000115008
IL1B	ENST00000263341.7	ENSG00000125538
IL1R1	ENST00000410023.6	ENSG00000115594
IL1RAP	ENST00000447382.6	ENSG00000196083
IL1RN	ENST00000409930.4	ENSG00000136689
IL2	ENST00000226730.5	ENSG00000109471
IL2RA	ENST00000379959.8	ENSG00000134460
IL2RB	ENST00000216223.10	ENSG00000100385
IL2RG	ENST00000374202.7	ENSG00000147168
IL3	ENST00000296870.3	ENSG00000164399
IL3RA	ENST00000331035.10	ENSG00000185291
IL4	ENST00000231449.7	ENSG00000113520
IL4R	ENST00000395762.7	ENSG00000077238
IL5	ENST00000231454.6	ENSG00000113525
IL5RA	ENST00000446632.7	ENSG00000091181
IL6	ENST00000258743.10	ENSG00000136244
IL6R	ENST00000368485.8	ENSG00000160712
IL6ST	ENST00000381298.7	ENSG00000134352
IL7	ENST00000263851.9	ENSG00000104432
IL7R	ENST00000303115.8	ENSG00000168685
CXCL8	ENST00000307407.8	ENSG00000169429
CXCR1	ENST00000295683.3	ENSG00000163464
IL9	ENST00000274520.2	ENSG00000145839
CXCR2	ENST00000318507.7	ENSG00000180871
IL9R	ENST00000244174.11	ENSG00000124334
IL10	ENST00000423557.1	ENSG00000136634
IL10RA	ENST00000227752.8	ENSG00000110324
IL10RB	ENST00000290200.7	ENSG00000243646
IL11	ENST00000264563.7	ENSG00000095752
IL11RA	ENST00000441545.7	ENSG00000137070
IL12A	ENST00000699704.1	ENSG00000168811
IL12B	ENST00000231228.3	ENSG00000113302
IL12RB1	ENST00000593993.7	ENSG00000096996
IL12RB2	ENST00000674203.2	ENSG00000081985
IL13	ENST00000304506.7	ENSG00000169194
IL13RA1	ENST00000371666.8	ENSG00000131724
IL13RA2	ENST00000243213.2	ENSG00000123496
