isoform,structural_category
ONT4.12682.5054,ISM
ONT4.12682.5518,ISM
ONT4.12682.5519,ISM
ONT4.12682.5520,ISM
ONT4.12682.5759,ISM
ONT4.12682.5760,ISM
ONT4.12682.5761,ISM
ONT4.12682.6197,ISM
ONT4.12682.6201,ISM
ONT4.12683.10963,NIC
ONT4.12683.10965,FSM
ONT4.12683.10966,ISM
ONT4.12683.10967,FSM
ONT4.12683.10968,FSM
ONT4.12683.10969,ISM
ONT4.12683.10973,ISM
ONT4.12683.10974,ISM
ONT4.12683.10975,ISM
ONT4.12683.10980,ISM
ONT4.12683.10981,NIC
ONT4.12683.10987,NNC
ONT4.12683.10992,NNC
ONT4.12683.10995,NIC
ONT4.12683.10997,NIC
ONT4.12683.11008,NIC
ONT4.12683.11778,ISM
ONT4.12683.11780,ISM
ONT4.12683.11824,FSM
ONT4.12683.11826,ISM
ONT4.12683.11827,FSM
ONT4.12683.12486,NNC
ONT4.12683.12496,FSM
ONT4.12683.12499,NIC
ONT4.12683.12501,NIC
ONT4.12683.12520,NNC
ONT4.12683.12542,FSM
ONT4.12683.12618,NNC
ONT4.12683.12629,FSM
ONT4.12683.12638,NIC
ONT4.12683.12655,FSM
ONT4.12683.12746,NIC
ONT4.12683.12747,FSM
ONT4.12683.12750,FSM
ONT4.12683.12755,NNC
ONT4.12683.12775,FSM
ONT4.12683.12779,NIC
ONT4.12683.12780,FSM
ONT4.12683.12790,ISM
ONT4.12683.12817,FSM
ONT4.12683.12976,NNC
ONT4.12683.13155,FSM
ONT4.12683.13158,ISM
ONT4.12683.13159,ISM
ONT4.12683.13160,NIC
ONT4.12683.13164,FSM
ONT4.12683.13165,ISM
ONT4.12683.13166,ISM
ONT4.12683.13169,ISM
ONT4.12683.13170,ISM
ONT4.12683.13173,ISM
ONT4.12683.13175,NNC
ONT4.12683.13176,ISM
ONT4.12683.13178,ISM
ONT4.12683.13185,ISM
ONT4.12683.13189,ISM
ONT4.12683.13201,FSM
ONT4.12683.1342,NNC
ONT4.12683.1343,NIC
ONT4.12683.1389,NIC
ONT4.12683.13936,NNC
ONT4.12683.13938,NNC
ONT4.12683.13939,NNC
ONT4.12683.13941,NNC
ONT4.12683.1747,ISM
ONT4.12683.1748,NIC
ONT4.12683.1777,NNC
ONT4.12683.1820,NIC
ONT4.12683.3000,NNC
ONT4.12683.3002,NIC
ONT4.12683.3004,NNC
ONT4.12683.3007,NIC
ONT4.12683.3008,NIC
ONT4.12683.3021,NNC
ONT4.12683.3313,FSM
ONT4.12683.3331,NNC
ONT4.12683.3335,FSM
ONT4.12683.3336,NIC
ONT4.12683.3339,NNC
ONT4.12683.3485,FSM
ONT4.12683.3769,ISM
ONT4.12683.4372,NNC
ONT4.12683.4373,FSM
ONT4.12683.4374,ISM
ONT4.12683.4381,ISM
ONT4.12683.4382,ISM
ONT4.12683.4388,NNC
ONT4.12683.4391,ISM
ONT4.12683.4456,ISM
ONT4.12683.4656,FSM
ONT4.12683.4657,ISM
ONT4.12683.4660,ISM
ONT4.12683.4891,ISM
ONT4.12683.4892,NNC
ONT4.12683.4893,ISM
ONT4.12683.4895,ISM
ONT4.12683.4901,ISM
ONT4.12683.4908,NIC
ONT4.12683.4913,ISM
ONT4.12683.6122,ISM
ONT4.12683.6123,ISM
ONT4.12683.6595,ISM
ONT4.12683.6600,NNC
ONT4.12683.6602,ISM
ONT4.12683.6604,NNC
ONT4.12683.6615,NNC
ONT4.12683.6616,NNC
ONT4.12683.6617,ISM
ONT4.12683.6618,NNC
ONT4.12683.6623,ISM
ONT4.12683.7799,ISM
ONT4.12683.8839,ISM
ONT4.12683.8840,ISM
ONT4.12683.8911,NIC
ONT4.12683.8917,ISM
ONT4.12683.8920,NIC
ONT4.12683.9227,ISM
ONT4.12683.9231,ISM
ONT4.12683.9532,ISM
ONT4.12683.9535,ISM
ONT4.12683.9799,ISM
ONT4.12994.1962,FSM
ONT4.12994.1963,FSM
ONT4.12994.1966,FSM
ONT4.12994.1969,ISM
ONT4.12994.1970,ISM
ONT4.12994.1971,NNC
ONT4.12994.1972,FSM
ONT4.12994.1973,NNC
ONT4.12994.1980,NNC
ONT4.12994.1981,FSM
ONT4.12994.1982,FSM
ONT4.12994.1983,NIC
ONT4.12994.1995,NNC
ONT4.12994.2029,NIC
ONT4.12994.2034,NIC
ONT4.12994.2048,NNC
ONT4.12994.2057,FSM
ONT4.12994.2059,FSM
ONT4.12994.2091,NNC
ONT4.12994.2818,FSM
ONT4.12994.2820,FSM
ONT4.12994.2823,FSM
ONT4.12994.2824,FSM
ONT4.12994.2878,ISM
ONT4.12994.2893,NNC
ONT4.12994.2894,ISM
ONT4.12994.2896,FSM
ONT4.12994.3731,FSM
ONT4.12994.3734,FSM
ONT4.12994.3744,FSM
ONT4.12994.3770,NNC
ONT4.12994.3886,FSM
ONT4.12994.3887,FSM
ONT4.12994.3888,ISM
ONT4.12994.3891,NNC
ONT4.12994.3892,ISM
ONT4.12994.3896,NNC
ONT4.12994.3897,FSM
ONT4.12994.3899,NNC
ONT4.12994.3900,NIC
ONT4.12994.3907,ISM
ONT4.12994.3908,NIC
ONT4.12994.3921,NNC
ONT4.12994.4175,ISM
ONT4.12994.4176,ISM
ONT4.12994.4177,ISM
ONT4.12994.4182,ISM
ONT4.12995.10708,ISM
ONT4.12995.10745,ISM
ONT4.12995.10753,ISM
ONT4.12995.10819,ISM
ONT4.12995.10826,ISM
ONT4.12995.10833,ISM
ONT4.12995.10851,FSM
ONT4.12995.10852,FSM
ONT4.12995.11031,NNC
ONT4.12995.11189,NNC
ONT4.12995.11250,Genic_Genomic
ONT4.12995.11318,NNC
ONT4.12995.11341,FSM
ONT4.12995.11342,ISM
ONT4.12995.11346,FSM
ONT4.12995.11351,FSM
ONT4.12995.11355,ISM
ONT4.12995.11365,FSM
ONT4.12995.11369,NNC
ONT4.12995.11372,NNC
ONT4.12995.11374,NNC
ONT4.12995.11375,NNC
ONT4.12995.11381,NNC
ONT4.12995.11387,NNC
ONT4.12995.11407,ISM
ONT4.12995.11414,ISM
ONT4.12995.11420,ISM
ONT4.12995.11429,ISM
ONT4.12995.132,FSM
ONT4.12995.140,FSM
ONT4.12995.145,FSM
ONT4.12995.156,FSM
ONT4.12995.22,FSM
ONT4.12995.31,FSM
ONT4.12995.44,FSM
ONT4.12995.45,FSM
ONT4.12995.67,FSM
ONT4.12995.72,FSM
ONT4.12995.73,FSM
ONT4.12995.74,FSM
ONT4.12995.75,FSM
ONT4.12995.76,FSM
ONT4.12995.79,FSM
ONT4.12995.81,FSM
ONT4.12995.8203,FSM
ONT4.12995.8237,ISM
ONT4.12995.8744,ISM
ONT4.12995.89,FSM
ONT4.12995.9560,FSM
ONT4.12995.9561,FSM
ONT4.12995.9565,ISM
ONT4.12995.9566,NIC
ONT4.12995.9567,NIC
ONT4.12995.9568,ISM
ONT4.12995.9586,NIC
ONT4.12995.9588,NIC
ONT4.12995.9593,ISM
ONT4.12995.9612,ISM
ONT4.12995.9617,NIC
ONT4.12995.9674,NNC
ONT4.13219.115,FSM
ONT4.13219.120,ISM
ONT4.13219.122,FSM
ONT4.13219.130,ISM
ONT4.13219.144,ISM
ONT4.13219.204,FSM
ONT4.13219.209,FSM
ONT4.13219.214,FSM
ONT4.13219.215,NIC
ONT4.13219.217,NNC
ONT4.13219.219,ISM
ONT4.13219.224,NNC
ONT4.13219.226,ISM
ONT4.13219.231,FSM
ONT4.13219.250,ISM
ONT4.13219.258,ISM
ONT4.13219.377,NNC
ONT4.13219.467,ISM
ONT4.13219.478,ISM
ONT4.13219.485,ISM
ONT4.13221.149,NIC
ONT4.13221.154,NIC
ONT4.13221.227,NNC
ONT4.13221.229,NIC
ONT4.13221.232,NNC
ONT4.13221.239,NIC
ONT4.13221.243,ISM
ONT4.13221.245,NIC
ONT4.13221.246,ISM
ONT4.13221.250,ISM
ONT4.13221.266,ISM
ONT4.13221.272,FSM
ONT4.13221.277,FSM
ONT4.13221.290,ISM
ONT4.13221.296,NIC
ONT4.13221.306,NIC
ONT4.13221.310,NNC
ONT4.13221.645,ISM
ONT4.13221.647,ISM
ONT4.13221.747,ISM
ONT4.13235.100,ISM
ONT4.13235.104,FSM
ONT4.13235.106,ISM
ONT4.13235.107,FSM
ONT4.13235.108,FSM
ONT4.13235.121,FSM
ONT4.13235.149,FSM
ONT4.13235.164,FSM
ONT4.13235.165,FSM
ONT4.13235.167,FSM
ONT4.13235.176,FSM
ONT4.13235.186,FSM
ONT4.13235.194,NNC
ONT4.13235.201,FSM
ONT4.13235.207,ISM
ONT4.13235.217,FSM
ONT4.13235.308,ISM
ONT4.13235.326,ISM
ONT4.13235.93,FSM
ONT4.13235.96,FSM
ONT4.13313.1253,NNC
ONT4.13313.18545,ISM
ONT4.13313.18546,FSM
ONT4.13313.18550,NNC
ONT4.13313.18552,NNC
ONT4.13313.18554,FSM
ONT4.13313.18558,FSM
ONT4.13313.18560,ISM
ONT4.13313.18564,NNC
ONT4.13313.18565,ISM
ONT4.13313.18566,NNC
ONT4.13313.18570,FSM
ONT4.13313.18574,ISM
ONT4.13313.18578,NNC
ONT4.13313.18585,NNC
ONT4.13313.18586,FSM
ONT4.13313.18605,NNC
ONT4.13313.18622,NNC
ONT4.13313.18628,NIC
ONT4.13313.18640,NIC
ONT4.13313.18671,NNC
ONT4.13313.18677,NNC
ONT4.13313.18681,NNC
ONT4.13313.18846,NNC
ONT4.13313.18851,NNC
ONT4.13313.18916,NNC
ONT4.13313.18951,NNC
ONT4.13313.19125,NNC
ONT4.13313.19212,NNC
ONT4.13313.19268,NNC
ONT4.13313.28718,ISM
ONT4.13313.28722,FSM
ONT4.13313.28724,FSM
ONT4.13313.28728,FSM
ONT4.13313.28730,ISM
ONT4.13313.3457,ISM
ONT4.13313.3461,ISM
ONT4.13313.3464,NNC
ONT4.13313.3468,NNC
ONT4.13313.3469,FSM
ONT4.13313.3474,FSM
ONT4.13313.3481,ISM
ONT4.13313.3484,NNC
ONT4.13313.3489,NNC
ONT4.13313.3492,FSM
ONT4.13313.3493,ISM
ONT4.13313.3495,FSM
ONT4.13313.3507,NIC
ONT4.13313.3529,NNC
ONT4.13313.3531,NIC
ONT4.13313.3541,FSM
ONT4.13313.3586,FSM
ONT4.13313.3616,NNC
ONT4.13313.3622,NNC
ONT4.13313.3624,NNC
ONT4.13313.3632,NNC
ONT4.13313.366,FSM
ONT4.13313.3712,NNC
ONT4.13313.3733,NNC
ONT4.13313.3873,NNC
ONT4.13313.3932,NNC
ONT4.13313.4011,NNC
ONT4.13313.41391,FSM
ONT4.13313.41396,FSM
ONT4.13313.41405,FSM
ONT4.13313.41406,NNC
ONT4.13313.41407,FSM
ONT4.13313.41409,NNC
ONT4.13313.41540,ISM
ONT4.13313.41541,ISM
ONT4.13313.41542,FSM
ONT4.13313.41543,ISM
ONT4.13313.41548,FSM
ONT4.13313.41553,FSM
ONT4.13313.41555,ISM
ONT4.13313.4234,NNC
ONT4.13313.427,FSM
ONT4.13313.430,FSM
ONT4.13313.432,FSM
ONT4.13313.433,FSM
ONT4.13313.439,ISM
ONT4.13313.449,ISM
ONT4.13313.453,FSM
ONT4.13313.457,ISM
ONT4.13313.487,FSM
ONT4.13313.490,FSM
ONT4.13313.495,FSM
ONT4.13313.504,FSM
ONT4.13313.561,ISM
ONT4.13313.723,NNC
ONT4.13313.724,ISM
ONT4.13313.729,ISM
ONT4.13313.732,ISM
ONT4.13313.891,NIC
ONT4.13332.10059,NNC
ONT4.13332.10168,NNC
ONT4.13332.5467,NIC
ONT4.13332.5470,ISM
ONT4.13332.5471,ISM
ONT4.13332.5480,NIC
ONT4.13332.5487,ISM
ONT4.13332.5540,ISM
ONT4.13332.5542,ISM
ONT4.13332.5550,NIC
ONT4.13332.5557,NIC
ONT4.13332.5564,ISM
ONT4.13332.5593,ISM
ONT4.13332.6435,ISM
ONT4.13332.6535,ISM
ONT4.13332.6540,ISM
ONT4.13332.7747,ISM
ONT4.13332.7758,ISM
ONT4.13332.7798,ISM
ONT4.13332.7871,ISM
ONT4.13332.7889,ISM
ONT4.13332.7895,ISM
ONT4.13332.8434,NNC
ONT4.13332.8435,FSM
ONT4.13332.8448,NNC
ONT4.13332.8465,FSM
ONT4.13332.8468,ISM
ONT4.13332.8472,NNC
ONT4.13332.8474,FSM
ONT4.13332.8480,FSM
ONT4.13332.8481,NNC
ONT4.13332.8483,NNC
ONT4.13332.8487,NNC
ONT4.13332.8493,FSM
ONT4.13332.8494,FSM
ONT4.13332.8498,NNC
ONT4.13332.8501,NNC
ONT4.13332.8507,NNC
ONT4.13332.8517,FSM
ONT4.13332.8529,FSM
ONT4.1336.1028,ISM
ONT4.13399.29,ISM
ONT4.13399.30,ISM
ONT4.13399.32,ISM
ONT4.13399.33,ISM
ONT4.13399.34,FSM
ONT4.13399.35,ISM
ONT4.13399.40,FSM
ONT4.13399.41,FSM
ONT4.13399.43,ISM
ONT4.13399.46,FSM
ONT4.13399.57,ISM
ONT4.13399.58,FSM
ONT4.13399.59,ISM
ONT4.13399.65,ISM
ONT4.13399.66,NNC
ONT4.1340.5050,FSM
ONT4.1340.5052,FSM
ONT4.1340.5055,FSM
ONT4.1340.5056,ISM
ONT4.1340.5057,FSM
ONT4.1340.5058,NNC
ONT4.1340.5059,ISM
ONT4.1340.5060,NNC
ONT4.1340.5062,NNC
ONT4.1340.5063,ISM
ONT4.1340.5065,NNC
ONT4.1340.5066,FSM
ONT4.1340.5082,NIC
ONT4.1340.5085,NNC
ONT4.1340.5087,ISM
ONT4.1340.5090,ISM
ONT4.1340.5103,ISM
ONT4.1340.5106,NNC
ONT4.1340.5108,ISM
ONT4.1340.6545,ISM
ONT4.1340.6985,ISM
ONT4.13410.136,NNC
ONT4.13410.138,FSM
ONT4.13410.139,NIC
ONT4.13410.147,ISM
ONT4.13410.151,NIC
ONT4.13410.155,NIC
ONT4.13410.162,ISM
ONT4.13410.165,NIC
ONT4.13410.169,ISM
ONT4.13410.171,NNC
ONT4.13410.345,NIC
ONT4.13410.346,FSM
ONT4.13410.351,FSM
ONT4.13410.403,NNC
ONT4.13410.404,FSM
ONT4.13410.407,NIC
ONT4.13410.415,NIC
ONT4.13410.418,NNC
ONT4.13410.419,ISM
ONT4.13410.78,FSM
ONT4.13418.100,FSM
ONT4.13418.101,FSM
ONT4.13418.103,NNC
ONT4.13418.104,ISM
ONT4.13418.1068,NNC
ONT4.13418.111,NNC
ONT4.13418.112,FSM
ONT4.13418.113,ISM
ONT4.13418.1188,ISM
ONT4.13418.119,NIC
ONT4.13418.124,FSM
ONT4.13418.125,NIC
ONT4.13418.1251,ISM
ONT4.13418.135,NIC
ONT4.13418.1352,ISM
ONT4.13418.143,ISM
ONT4.13418.824,ISM
ONT4.13418.895,ISM
ONT4.13418.932,ISM
ONT4.13418.973,ISM
ONT4.1368.7328,FSM
ONT4.1368.7352,NNC
ONT4.1374.1214,FSM
ONT4.1374.1220,ISM
ONT4.1374.1222,ISM
ONT4.1374.1225,FSM
ONT4.1374.1236,ISM
ONT4.1374.1237,FSM
ONT4.1374.1253,ISM
ONT4.1374.1259,FSM
ONT4.1374.1260,ISM
ONT4.1374.1268,ISM
ONT4.1374.1284,FSM
ONT4.1374.165,NNC
ONT4.1374.166,NNC
ONT4.1374.169,NNC
ONT4.1374.177,ISM
ONT4.1374.183,FSM
ONT4.1374.189,NNC
ONT4.1374.338,NNC
ONT4.1374.339,NNC
ONT4.1374.342,FSM
ONT4.1374.347,NNC
ONT4.1374.366,NNC
ONT4.1374.369,NNC
ONT4.1374.371,NNC
ONT4.1374.375,ISM
ONT4.1374.378,ISM
ONT4.1374.493,NNC
ONT4.1374.723,ISM
ONT4.1374.729,ISM
ONT4.1374.768,ISM
ONT4.1374.820,ISM
ONT4.13876.1554,NNC
ONT4.13876.1558,NIC
ONT4.13876.1560,NIC
ONT4.13876.1564,FSM
ONT4.13876.2667,ISM
ONT4.13876.2669,ISM
ONT4.13876.2670,ISM
ONT4.13876.3087,ISM
ONT4.13876.3931,NIC
ONT4.13876.3939,NNC
ONT4.13876.3944,NIC
ONT4.13876.3946,FSM
ONT4.13876.7469,ISM
ONT4.13876.7475,ISM
ONT4.13876.7486,ISM
ONT4.13876.7497,ISM
ONT4.13876.7633,NNC
ONT4.13876.7635,NNC
ONT4.13876.7651,NNC
ONT4.13876.7672,NNC
ONT4.13897.1045,ISM
ONT4.13897.1052,ISM
ONT4.13897.1222,FSM
ONT4.13897.1233,FSM
ONT4.13897.1234,ISM
ONT4.13897.1238,FSM
ONT4.13897.1266,ISM
ONT4.13897.1329,FSM
ONT4.13897.1342,ISM
ONT4.13897.1371,ISM
ONT4.13897.1427,ISM
ONT4.13897.1429,ISM
ONT4.13897.1435,ISM
ONT4.13897.1436,ISM
ONT4.13897.1444,ISM
ONT4.13897.1449,ISM
ONT4.13897.1728,ISM
ONT4.13897.1730,ISM
ONT4.13897.2355,FSM
ONT4.13897.2356,FSM
ONT4.13897.2370,FSM
ONT4.13897.2373,FSM
ONT4.13897.2374,FSM
ONT4.13897.2376,FSM
ONT4.13897.2378,FSM
ONT4.13897.2379,FSM
ONT4.13897.2380,NIC
ONT4.13897.2383,FSM
ONT4.13897.2385,FSM
ONT4.13897.2386,FSM
ONT4.13897.2389,NNC
ONT4.13897.2391,FSM
ONT4.13897.2398,NNC
ONT4.13897.2445,FSM
ONT4.13897.2705,FSM
ONT4.13897.2707,FSM
ONT4.13897.2755,ISM
ONT4.13897.2756,ISM
ONT4.13897.3563,NNC
ONT4.13897.3577,NNC
ONT4.13897.3583,FSM
ONT4.13897.3586,FSM
ONT4.13897.3592,FSM
ONT4.13897.3611,FSM
ONT4.13897.3612,FSM
ONT4.13897.3614,FSM
ONT4.13897.3615,FSM
ONT4.13897.3616,FSM
ONT4.13897.3617,FSM
ONT4.13897.3622,FSM
ONT4.13897.3625,FSM
ONT4.13897.3654,FSM
ONT4.13897.3663,FSM
ONT4.13897.3665,FSM
ONT4.13897.3669,FSM
ONT4.13897.3694,FSM
ONT4.13897.3695,FSM
ONT4.13897.3698,FSM
ONT4.13897.43,ISM
ONT4.13897.4660,FSM
ONT4.13897.4661,ISM
ONT4.13897.4665,NNC
ONT4.13897.4732,NNC
ONT4.13897.5373,ISM
ONT4.13897.5435,ISM
ONT4.13897.5516,ISM
ONT4.13897.5535,ISM
ONT4.13897.556,ISM
ONT4.13897.5573,ISM
ONT4.13897.5600,ISM
ONT4.13897.5615,ISM
ONT4.13897.5675,ISM
ONT4.13897.5682,ISM
ONT4.13897.5693,ISM
ONT4.13897.5885,FSM
ONT4.13897.5896,FSM
ONT4.13897.5992,ISM
ONT4.13897.6047,ISM
ONT4.13897.6064,ISM
ONT4.13897.6073,ISM
ONT4.1390.117,ISM
ONT4.1390.151,FSM
ONT4.1390.157,FSM
ONT4.1390.163,ISM
ONT4.1390.181,FSM
ONT4.1390.204,ISM
ONT4.1390.205,FSM
ONT4.1390.209,ISM
ONT4.1390.217,FSM
ONT4.1390.28,NNC
ONT4.1390.30,ISM
ONT4.1390.304,ISM
ONT4.1390.307,ISM
ONT4.1390.33,ISM
ONT4.1390.344,NNC
ONT4.1390.351,FSM
ONT4.1390.356,FSM
ONT4.1390.358,FSM
ONT4.1390.395,FSM
ONT4.1390.3974,ISM
ONT4.1390.3975,NNC
ONT4.1390.3976,ISM
ONT4.1390.3978,ISM
ONT4.1390.3980,FSM
ONT4.1390.3981,ISM
ONT4.1390.3983,ISM
ONT4.1390.3986,FSM
ONT4.1390.3987,ISM
ONT4.1390.3988,ISM
ONT4.1390.3989,FSM
ONT4.1390.3990,ISM
ONT4.1390.3992,ISM
ONT4.1390.3999,ISM
ONT4.1390.4000,ISM
ONT4.1390.4003,ISM
ONT4.1390.4004,ISM
ONT4.1390.4012,ISM
ONT4.1390.4015,ISM
ONT4.1390.4035,ISM
ONT4.1390.80,ISM
ONT4.13903.1936,NIC
ONT4.13903.1941,ISM
ONT4.13903.2180,ISM
ONT4.13903.2184,ISM
ONT4.13903.2234,ISM
ONT4.13903.2243,ISM
ONT4.13903.2253,ISM
ONT4.13903.2272,ISM
ONT4.13903.2298,ISM
ONT4.13903.2315,ISM
ONT4.13903.2318,ISM
ONT4.13903.2321,ISM
ONT4.13903.2326,ISM
ONT4.13903.2327,ISM
ONT4.13903.2332,ISM
ONT4.13903.2334,ISM
ONT4.13903.2339,ISM
ONT4.13903.2396,ISM
ONT4.13903.292,FSM
ONT4.13903.322,FSM
ONT4.13908.1300,FSM
ONT4.13908.1368,FSM
ONT4.13908.184,FSM
ONT4.13908.187,NIC
ONT4.13908.190,ISM
ONT4.13908.195,FSM
ONT4.13908.198,ISM
ONT4.13908.199,NIC
ONT4.13908.208,FSM
ONT4.13908.211,FSM
ONT4.13908.218,NIC
ONT4.13908.223,NIC
ONT4.13908.232,NIC
ONT4.13908.245,NNC
ONT4.13908.254,NIC
ONT4.13908.255,NNC
ONT4.13908.278,NIC
ONT4.13908.309,NNC
ONT4.13908.344,NIC
ONT4.13908.454,NIC
ONT4.13914.10284,FSM
ONT4.13914.10285,FSM
ONT4.13914.10286,ISM
ONT4.13914.10287,NIC
ONT4.13914.10289,ISM
ONT4.13914.10290,NNC
ONT4.13914.10291,FSM
ONT4.13914.10292,NNC
ONT4.13914.10294,ISM
ONT4.13914.10297,ISM
ONT4.13914.10301,NNC
ONT4.13914.10304,FSM
ONT4.13914.10306,ISM
ONT4.13914.10318,ISM
ONT4.13914.10336,NIC
ONT4.13914.10343,ISM
ONT4.13914.10761,FSM
ONT4.13914.10773,FSM
ONT4.13914.10811,FSM
ONT4.13914.10842,ISM
ONT4.13914.11414,FSM
ONT4.13914.11424,FSM
ONT4.13914.11427,ISM
ONT4.13914.11573,NNC
ONT4.13914.11574,FSM
ONT4.13914.11582,ISM
ONT4.13914.11684,FSM
ONT4.13914.11685,ISM
ONT4.13914.11686,FSM
ONT4.13914.11692,NIC
ONT4.13914.11693,FSM
ONT4.13914.11695,FSM
ONT4.13914.11700,NIC
ONT4.13914.11707,NIC
ONT4.13914.11708,FSM
ONT4.13914.11727,ISM
ONT4.13914.11764,ISM
ONT4.13914.12423,ISM
ONT4.13914.12541,ISM
ONT4.13914.12578,ISM
ONT4.13914.12651,NIC
ONT4.13914.12652,ISM
ONT4.13914.12659,NIC
ONT4.13914.12663,FSM
ONT4.13914.12664,FSM
ONT4.13914.12665,ISM
ONT4.13914.12666,ISM
ONT4.13914.12670,ISM
ONT4.13914.12672,ISM
ONT4.13914.12674,FSM
ONT4.13914.12681,NNC
ONT4.13914.12683,NIC
ONT4.13914.12686,ISM
ONT4.13914.12687,ISM
ONT4.13914.12694,ISM
ONT4.13914.12703,ISM
ONT4.13914.12705,ISM
ONT4.13914.12709,ISM
ONT4.13914.12711,ISM
ONT4.13914.12732,NNC
ONT4.13914.2354,FSM
ONT4.13914.2355,FSM
ONT4.13914.2357,FSM
ONT4.13914.2358,FSM
ONT4.13914.2366,FSM
ONT4.13914.285,FSM
ONT4.13914.286,FSM
ONT4.13914.287,FSM
ONT4.13914.288,ISM
ONT4.13914.291,FSM
ONT4.13914.298,FSM
ONT4.13914.299,ISM
ONT4.13914.307,ISM
ONT4.13914.308,ISM
ONT4.13914.309,FSM
ONT4.13914.323,NIC
ONT4.13914.325,NIC
ONT4.13914.332,ISM
ONT4.13914.333,NIC
ONT4.13914.4406,NIC
ONT4.13914.4407,NNC
ONT4.13914.4409,NNC
ONT4.13914.4411,NIC
ONT4.13914.4413,NIC
ONT4.13914.4416,NIC
ONT4.13914.4417,NIC
ONT4.13914.4424,NNC
ONT4.13914.4439,ISM
ONT4.13914.4441,NNC
ONT4.13914.4576,FSM
ONT4.13914.4621,FSM
ONT4.13914.4623,FSM
ONT4.13914.4726,NNC
ONT4.13914.4730,NIC
ONT4.13914.4737,FSM
ONT4.13914.4780,FSM
ONT4.13914.4781,NIC
ONT4.13914.4896,ISM
ONT4.13914.4897,ISM
ONT4.13914.528,NNC
ONT4.13914.532,FSM
ONT4.13914.573,FSM
ONT4.13914.597,FSM
ONT4.13914.601,ISM
ONT4.13914.605,FSM
ONT4.13914.8008,ISM
ONT4.13914.8009,ISM
ONT4.13914.8015,ISM
ONT4.13914.8016,NNC
ONT4.13914.8037,FSM
ONT4.13914.8046,NNC
ONT4.13914.8061,ISM
ONT4.13914.8063,FSM
ONT4.13914.8084,ISM
ONT4.13914.8118,ISM
ONT4.13914.8125,ISM
ONT4.13914.8133,ISM
ONT4.13914.8135,ISM
ONT4.13914.8137,FSM
ONT4.13914.8141,FSM
ONT4.13914.8143,ISM
ONT4.13914.8147,NNC
ONT4.13914.8153,ISM
ONT4.13914.8202,ISM
ONT4.13914.8203,ISM
ONT4.13914.8781,FSM
ONT4.13914.8782,ISM
ONT4.13914.8784,NNC
ONT4.13914.8785,NNC
ONT4.13914.8786,NNC
ONT4.13914.8787,NNC
ONT4.13914.8788,NIC
ONT4.13914.8794,NIC
ONT4.13914.8797,NNC
ONT4.13914.8804,ISM
ONT4.13914.8807,ISM
ONT4.13914.8810,NNC
ONT4.13914.8813,ISM
ONT4.13914.8815,ISM
ONT4.13914.8825,NIC
ONT4.13914.8844,NNC
ONT4.13914.9059,FSM
ONT4.13914.9063,NNC
ONT4.13914.9331,ISM
ONT4.13914.9337,ISM
ONT4.13938.107,FSM
ONT4.13938.108,FSM
ONT4.13938.109,FSM
ONT4.13938.110,FSM
ONT4.13938.111,FSM
ONT4.13938.112,FSM
ONT4.13938.120,NNC
ONT4.13938.128,FSM
ONT4.13938.130,ISM
ONT4.13938.131,ISM
ONT4.13938.89,FSM
ONT4.13938.91,FSM
ONT4.13938.92,FSM
ONT4.13950.10252,FSM
ONT4.13950.10254,FSM
ONT4.13950.10258,FSM
ONT4.13950.10265,ISM
ONT4.13950.10312,FSM
ONT4.13950.10321,FSM
ONT4.13950.10323,FSM
ONT4.13950.10325,FSM
ONT4.13950.10599,NIC
ONT4.13950.10773,NIC
ONT4.13950.10775,NIC
ONT4.13950.1091,ISM
ONT4.13950.10922,ISM
ONT4.13950.10923,FSM
ONT4.13950.10924,NNC
ONT4.13950.1093,ISM
ONT4.13950.10930,NIC
ONT4.13950.11132,NIC
ONT4.13950.11151,ISM
ONT4.13950.11199,NIC
ONT4.13950.11234,ISM
ONT4.13950.1127,ISM
ONT4.13950.11308,NIC
ONT4.13950.11330,NNC
ONT4.13950.11353,ISM
ONT4.13950.11507,ISM
ONT4.13950.11556,ISM
ONT4.13950.11563,ISM
ONT4.13950.11626,ISM
ONT4.13950.11633,ISM
ONT4.13950.11702,ISM
ONT4.13950.12038,FSM
ONT4.13950.12039,FSM
ONT4.13950.12040,NNC
ONT4.13950.12042,FSM
ONT4.13950.12045,FSM
ONT4.13950.12046,FSM
ONT4.13950.12048,NNC
ONT4.13950.12050,ISM
ONT4.13950.12057,ISM
ONT4.13950.12062,ISM
ONT4.13950.12065,NNC
ONT4.13950.12075,NNC
ONT4.13950.12111,NNC
ONT4.13950.12399,ISM
ONT4.13950.12464,NNC
ONT4.13950.12492,ISM
ONT4.13950.12500,ISM
ONT4.13950.12543,NNC
ONT4.13950.12547,ISM
ONT4.13950.12553,ISM
ONT4.13950.1268,ISM
ONT4.13950.12812,NNC
ONT4.13950.12854,NNC
ONT4.13950.12857,NNC
ONT4.13950.12892,NNC
ONT4.13950.12899,ISM
ONT4.13950.12908,ISM
ONT4.13950.12909,ISM
ONT4.13950.12913,ISM
ONT4.13950.12917,ISM
ONT4.13950.12927,ISM
ONT4.13950.142,FSM
ONT4.13950.143,FSM
ONT4.13950.144,ISM
ONT4.13950.145,FSM
ONT4.13950.149,NNC
ONT4.13950.152,NNC
ONT4.13950.155,FSM
ONT4.13950.161,FSM
