isoform,structural_category
ONT11.3444.18377,FSM
ONT11.3444.1838,ISM
ONT11.3444.18382,FSM
ONT11.3444.18383,FSM
ONT11.3444.18389,FSM
ONT11.3444.18390,FSM
ONT11.3444.18391,FSM
ONT11.3444.18393,FSM
ONT11.3444.18399,FSM
ONT11.3444.18409,NNC
ONT11.3444.1841,NNC
ONT11.3444.18459,ISM
ONT11.3444.1846,ISM
ONT11.3444.18460,ISM
ONT11.3444.18465,ISM
ONT11.3444.1851,FSM
ONT11.3444.18657,FSM
ONT11.3444.18660,FSM
ONT11.3444.18663,FSM
ONT11.3444.18664,FSM
ONT11.3444.18669,FSM
ONT11.3444.18672,FSM
ONT11.3444.18673,NNC
ONT11.3444.18675,NNC
ONT11.3444.18678,NNC
ONT11.3444.18683,NNC
ONT11.3444.18687,NNC
ONT11.3444.18698,NNC
ONT11.3444.18699,NNC
ONT11.3444.18708,FSM
ONT11.3444.18710,FSM
ONT11.3444.18739,NNC
ONT11.3444.18781,NNC
ONT11.3444.18861,NNC
ONT11.3444.1887,FSM
ONT11.3444.18881,NNC
ONT11.3444.1889,NNC
ONT11.3444.1916,ISM
ONT11.3444.19440,NNC
ONT11.3444.19443,NNC
ONT11.3444.19463,NNC
ONT11.3444.19471,FSM
ONT11.3444.19475,NNC
ONT11.3444.19507,NNC
ONT11.3444.19508,NNC
ONT11.3444.19509,NNC
ONT11.3444.19510,NNC
ONT11.3444.19512,NNC
ONT11.3444.19513,NNC
ONT11.3444.19539,FSM
ONT11.3444.19540,NNC
ONT11.3444.19544,FSM
ONT11.3444.19552,NNC
ONT11.3444.19576,NNC
ONT11.3444.20003,NNC
ONT11.3444.20019,NNC
ONT11.3444.20023,ISM
ONT11.3444.20026,ISM
ONT11.3444.20267,NIC
ONT11.3444.20293,FSM
ONT11.3444.20322,FSM
ONT11.3444.20323,ISM
ONT11.3444.20324,FSM
ONT11.3444.20328,NIC
ONT11.3444.20332,NNC
ONT11.3444.20344,NNC
ONT11.3444.20349,NIC
ONT11.3444.20353,NNC
ONT11.3444.20357,FSM
ONT11.3444.20358,NIC
ONT11.3444.20362,NNC
ONT11.3444.20668,FSM
ONT11.3444.20676,FSM
ONT11.3444.20696,FSM
ONT11.3444.20751,FSM
ONT11.3444.20770,FSM
ONT11.3444.20859,ISM
ONT11.3444.20866,ISM
ONT11.3444.21441,NIC
ONT11.3444.21442,NNC
ONT11.3444.21444,NIC
ONT11.3444.21445,FSM
ONT11.3444.21446,FSM
ONT11.3444.21448,NNC
ONT11.3444.21450,NIC
ONT11.3444.21453,FSM
ONT11.3444.21454,FSM
ONT11.3444.21456,FSM
ONT11.3444.21457,NIC
ONT11.3444.21460,NNC
ONT11.3444.21461,FSM
ONT11.3444.2164,FSM
ONT11.3444.2169,FSM
ONT11.3444.2178,FSM
ONT11.3444.21905,FSM
ONT11.3444.22003,FSM
ONT11.3444.22105,ISM
ONT11.3444.22140,NNC
ONT11.3444.22142,ISM
ONT11.3444.22152,ISM
ONT11.3444.22173,ISM
ONT11.3444.22257,NNC
ONT11.3444.22261,FSM
ONT11.3444.22264,FSM
ONT11.3444.22266,FSM
ONT11.3444.22268,NIC
ONT11.3444.22270,NNC
ONT11.3444.22272,NNC
ONT11.3444.22278,NIC
ONT11.3444.22284,NIC
ONT11.3444.22291,NNC
ONT11.3444.22294,NIC
ONT11.3444.22304,ISM
ONT11.3444.22332,NNC
ONT11.3444.22369,ISM
ONT11.3444.22380,FSM
ONT11.3444.22519,ISM
ONT11.3444.22521,ISM
ONT11.3444.22685,NIC
ONT11.3444.22697,ISM
ONT11.3444.22739,ISM
ONT11.3444.22763,FSM
ONT11.3444.22765,FSM
ONT11.3444.22766,ISM
ONT11.3444.22770,ISM
ONT11.3444.22775,NNC
ONT11.3444.22781,FSM
ONT11.3444.22782,NNC
ONT11.3444.22786,FSM
ONT11.3444.22790,ISM
ONT11.3444.22792,NNC
ONT11.3444.22794,NNC
ONT11.3444.22797,NIC
ONT11.3444.22800,ISM
ONT11.3444.22803,ISM
ONT11.3444.22805,NIC
ONT11.3444.22808,NNC
ONT11.3444.22821,NNC
ONT11.3444.22825,NNC
ONT11.3444.2309,FSM
ONT11.3444.23155,ISM
ONT11.3444.23192,ISM
ONT11.3444.2324,NNC
ONT11.3444.2326,FSM
ONT11.3444.2327,NNC
ONT11.3444.2329,NIC
ONT11.3444.2330,FSM
ONT11.3444.2332,NNC
ONT11.3444.2338,FSM
ONT11.3444.2343,FSM
ONT11.3444.2347,NNC
ONT11.3444.2359,NNC
ONT11.3444.2388,NIC
ONT11.3444.24186,FSM
ONT11.3444.24187,FSM
ONT11.3444.24188,FSM
ONT11.3444.24189,FSM
ONT11.3444.24840,FSM
ONT11.3444.25326,FSM
ONT11.3444.25354,FSM
ONT11.3444.25369,FSM
ONT11.3444.25413,FSM
ONT11.3444.25416,ISM
ONT11.3444.25419,NIC
ONT11.3444.25559,FSM
ONT11.3444.25655,ISM
ONT11.3444.25716,ISM
ONT11.3444.25724,ISM
ONT11.3444.25754,FSM
ONT11.3444.25771,ISM
ONT11.3444.25784,ISM
ONT11.3444.25795,ISM
ONT11.3444.25818,ISM
ONT11.3444.25826,ISM
ONT11.3444.25898,FSM
ONT11.3444.2620,NNC
ONT11.3444.2677,ISM
ONT11.3444.2736,ISM
ONT11.3444.27643,NIC
ONT11.3444.27662,ISM
ONT11.3444.27663,ISM
ONT11.3444.27669,ISM
ONT11.3444.2804,FSM
ONT11.3444.28471,ISM
ONT11.3444.28527,FSM
ONT11.3444.28529,FSM
ONT11.3444.28530,FSM
ONT11.3444.28531,FSM
ONT11.3444.28532,FSM
ONT11.3444.28534,NNC
ONT11.3444.28535,FSM
ONT11.3444.28537,FSM
ONT11.3444.28538,FSM
ONT11.3444.28539,NNC
ONT11.3444.28540,NIC
ONT11.3444.28543,FSM
ONT11.3444.28545,FSM
ONT11.3444.28569,ISM
ONT11.3444.28572,ISM
ONT11.3444.28578,ISM
ONT11.3444.28590,ISM
ONT11.3444.28591,ISM
ONT11.3444.28594,ISM
ONT11.3444.28595,ISM
ONT11.3444.2899,FSM
ONT11.3444.30041,FSM
ONT11.3444.30042,NNC
ONT11.3444.30043,FSM
ONT11.3444.30047,FSM
ONT11.3444.30048,NNC
ONT11.3444.30052,NNC
ONT11.3444.30058,NNC
ONT11.3444.30069,FSM
ONT11.3444.30071,NNC
ONT11.3444.30075,NNC
ONT11.3444.30086,NNC
ONT11.3444.30096,NNC
ONT11.3444.30097,FSM
ONT11.3444.30099,NNC
ONT11.3444.30110,NNC
ONT11.3444.30116,NNC
ONT11.3444.30223,NNC
ONT11.3444.30229,NNC
ONT11.3444.30326,NNC
ONT11.3444.30368,ISM
ONT11.3444.30541,NNC
ONT11.3444.30587,NNC
ONT11.3444.3664,FSM
ONT11.3444.3667,NIC
ONT11.3444.36683,ISM
ONT11.3444.36721,ISM
ONT11.3444.36736,ISM
ONT11.3444.36753,ISM
ONT11.3444.36797,ISM
ONT11.3444.36848,ISM
ONT11.3444.36869,ISM
ONT11.3444.36885,ISM
ONT11.3444.36902,ISM
ONT11.3444.36913,NNC
ONT11.3444.36926,ISM
ONT11.3444.36945,ISM
ONT11.3444.36980,ISM
ONT11.3444.3721,FSM
ONT11.3444.3737,NIC
ONT11.3444.3740,FSM
ONT11.3444.3741,FSM
ONT11.3444.3743,FSM
ONT11.3444.3744,NNC
ONT11.3444.3745,FSM
ONT11.3444.3746,NIC
ONT11.3444.3748,NIC
ONT11.3444.3749,NIC
ONT11.3444.3768,NIC
ONT11.3444.3780,NNC
ONT11.3444.3781,NNC
ONT11.3444.3795,ISM
ONT11.3444.38270,ISM
ONT11.3444.38280,ISM
ONT11.3444.38818,ISM
ONT11.3444.38820,ISM
ONT11.3444.38823,NNC
ONT11.3444.38824,ISM
ONT11.3444.39,ISM
ONT11.3444.39065,ISM
ONT11.3444.39071,ISM
ONT11.3444.39261,ISM
ONT11.3444.39455,ISM
ONT11.3444.39458,ISM
ONT11.3444.3958,ISM
ONT11.3444.3961,ISM
ONT11.3444.3995,ISM
ONT11.3444.40,ISM
ONT11.3444.40730,FSM
ONT11.3444.40731,NNC
ONT11.3444.40733,NIC
ONT11.3444.40737,FSM
ONT11.3444.40738,NIC
ONT11.3444.40747,FSM
ONT11.3444.40755,FSM
ONT11.3444.40779,ISM
ONT11.3444.40787,ISM
ONT11.3444.40793,ISM
ONT11.3444.40798,ISM
ONT11.3444.40803,ISM
ONT11.3444.40810,ISM
ONT11.3444.40825,ISM
ONT11.3444.40828,ISM
ONT11.3444.4083,ISM
ONT11.3444.40834,ISM
ONT11.3444.40839,ISM
ONT11.3444.40846,ISM
ONT11.3444.41027,NNC
ONT11.3444.41037,NNC
ONT11.3444.41162,NNC
ONT11.3444.41762,NNC
ONT11.3444.41766,ISM
ONT11.3444.41787,FSM
ONT11.3444.41801,NNC
ONT11.3444.41826,NNC
ONT11.3444.41964,NNC
ONT11.3444.41975,NNC
ONT11.3444.41990,NNC
ONT11.3444.42022,NNC
ONT11.3444.42174,ISM
ONT11.3444.42252,NNC
ONT11.3444.42312,ISM
ONT11.3444.42341,ISM
ONT11.3444.42348,ISM
ONT11.3444.42381,ISM
ONT11.3444.42447,NNC
ONT11.3444.42476,NNC
ONT11.3444.42478,NNC
ONT11.3444.42483,NNC
ONT11.3444.42666,FSM
ONT11.3444.42687,NNC
ONT11.3444.42688,FSM
ONT11.3444.42692,FSM
ONT11.3444.42694,NNC
ONT11.3444.42695,FSM
ONT11.3444.42700,FSM
ONT11.3444.42702,FSM
ONT11.3444.42703,NNC
ONT11.3444.42706,NIC
ONT11.3444.42711,ISM
ONT11.3444.42720,NNC
ONT11.3444.42740,FSM
ONT11.3444.42741,FSM
ONT11.3444.42744,FSM
ONT11.3444.42754,FSM
ONT11.3444.42755,NIC
ONT11.3444.42804,ISM
ONT11.3444.42831,FSM
ONT11.3444.43,NNC
ONT11.3444.43381,FSM
ONT11.3444.43817,FSM
ONT11.3444.43819,FSM
ONT11.3444.43820,NNC
ONT11.3444.43821,NNC
ONT11.3444.43825,NNC
ONT11.3444.43827,NNC
ONT11.3444.43830,NNC
ONT11.3444.43838,NNC
ONT11.3444.43839,NNC
ONT11.3444.43842,NNC
ONT11.3444.43844,NNC
ONT11.3444.43854,NNC
ONT11.3444.43871,NNC
ONT11.3444.43876,NNC
ONT11.3444.43891,NNC
ONT11.3444.43930,NNC
ONT11.3444.43933,NNC
ONT11.3444.43986,NNC
ONT11.3444.44061,NNC
ONT11.3444.44064,NNC
ONT11.3444.44199,FSM
ONT11.3444.44201,FSM
ONT11.3444.44202,FSM
ONT11.3444.44205,FSM
ONT11.3444.44207,NNC
ONT11.3444.44209,NIC
ONT11.3444.44216,FSM
ONT11.3444.44228,NIC
ONT11.3444.44235,NNC
ONT11.3444.44245,NIC
ONT11.3444.44254,NIC
ONT11.3444.44259,NIC
ONT11.3444.44270,NIC
ONT11.3444.4449,NNC
ONT11.3444.4452,NIC
ONT11.3444.4453,FSM
ONT11.3444.4454,NNC
ONT11.3444.4458,FSM
ONT11.3444.4463,NNC
ONT11.3444.4465,FSM
ONT11.3444.4468,NNC
ONT11.3444.4472,NNC
ONT11.3444.4474,NNC
ONT11.3444.45,ISM
ONT11.3444.4505,FSM
ONT11.3444.4511,NNC
ONT11.3444.45352,FSM
ONT11.3444.45394,ISM
ONT11.3444.45397,ISM
ONT11.3444.45398,ISM
ONT11.3444.454,FSM
ONT11.3444.45470,ISM
ONT11.3444.45471,ISM
ONT11.3444.45472,ISM
ONT11.3444.455,ISM
ONT11.3444.45598,ISM
ONT11.3444.45599,ISM
ONT11.3444.45633,ISM
ONT11.3444.45634,ISM
ONT11.3444.45660,NNC
ONT11.3444.45661,ISM
ONT11.3444.45669,ISM
ONT11.3444.45786,FSM
ONT11.3444.45795,FSM
ONT11.3444.45835,NNC
ONT11.3444.45837,NNC
ONT11.3444.45839,NNC
ONT11.3444.46,NNC
ONT11.3444.460,ISM
ONT11.3444.46176,FSM
ONT11.3444.46177,FSM
ONT11.3444.46178,NNC
ONT11.3444.46181,FSM
ONT11.3444.46234,FSM
ONT11.3444.46241,FSM
ONT11.3444.46247,FSM
ONT11.3444.46253,FSM
ONT11.3444.46255,FSM
ONT11.3444.46257,FSM
ONT11.3444.46260,FSM
ONT11.3444.46262,FSM
ONT11.3444.46269,FSM
ONT11.3444.46271,FSM
ONT11.3444.46281,FSM
ONT11.3444.4657,NNC
ONT11.3444.466,FSM
ONT11.3444.4667,NNC
ONT11.3444.4709,NIC
ONT11.3444.47240,FSM
ONT11.3444.47247,NNC
ONT11.3444.47248,NNC
ONT11.3444.47251,ISM
ONT11.3444.47261,ISM
ONT11.3444.47266,NNC
ONT11.3444.47272,NNC
ONT11.3444.47288,FSM
ONT11.3444.4774,NNC
ONT11.3444.48776,ISM
ONT11.3444.49010,ISM
ONT11.3444.49075,ISM
ONT11.3444.49149,ISM
ONT11.3444.49263,NNC
ONT11.3444.49265,ISM
ONT11.3444.49330,ISM
ONT11.3444.49366,ISM
ONT11.3444.49417,ISM
ONT11.3444.49444,ISM
ONT11.3444.49518,ISM
ONT11.3444.49551,ISM
ONT11.3444.49631,FSM
ONT11.3444.49634,FSM
ONT11.3444.49635,NIC
ONT11.3444.49637,ISM
ONT11.3444.49647,ISM
ONT11.3444.49648,NIC
ONT11.3444.49652,NIC
ONT11.3444.49655,NIC
ONT11.3444.49657,NNC
ONT11.3444.49658,NNC
ONT11.3444.49662,ISM
ONT11.3444.49664,ISM
ONT11.3444.49668,ISM
ONT11.3444.49671,ISM
ONT11.3444.49688,NIC
ONT11.3444.49697,ISM
ONT11.3444.49700,ISM
ONT11.3444.49701,ISM
ONT11.3444.49702,ISM
ONT11.3444.49723,ISM
ONT11.3444.49739,NIC
ONT11.3444.49740,NIC
ONT11.3444.49743,FSM
ONT11.3444.49744,NIC
ONT11.3444.49745,NIC
ONT11.3444.49746,FSM
ONT11.3444.49747,NIC
ONT11.3444.49751,NIC
ONT11.3444.49753,ISM
ONT11.3444.49768,NIC
ONT11.3444.49770,FSM
ONT11.3444.49800,NIC
ONT11.3444.49825,NIC
ONT11.3444.50078,NIC
ONT11.3444.50081,ISM
ONT11.3444.50084,ISM
ONT11.3444.50085,FSM
ONT11.3444.50130,ISM
ONT11.3444.50244,FSM
ONT11.3444.50252,FSM
ONT11.3444.50269,FSM
ONT11.3444.50294,NIC
ONT11.3444.50295,ISM
ONT11.3444.50297,ISM
ONT11.3444.50315,FSM
ONT11.3444.50322,NIC
ONT11.3444.50332,NIC
ONT11.3444.50337,NNC
ONT11.3444.50340,ISM
ONT11.3444.50488,NIC
ONT11.3444.50492,ISM
ONT11.3444.50493,NIC
ONT11.3444.50500,NIC
ONT11.3444.50537,NIC
ONT11.3444.50595,ISM
ONT11.3444.50618,ISM
ONT11.3444.50634,ISM
ONT11.3444.50639,ISM
ONT11.3444.50640,ISM
ONT11.3444.50676,FSM
ONT11.3444.50769,FSM
ONT11.3444.50770,FSM
ONT11.3444.50795,FSM
ONT11.3444.50796,FSM
ONT11.3444.50889,ISM
ONT11.3444.50895,ISM
ONT11.3444.50911,ISM
ONT11.3444.50914,ISM
ONT11.3444.50956,ISM
ONT11.3444.50957,ISM
ONT11.3444.50982,ISM
ONT11.3444.50983,ISM
ONT11.3444.51054,ISM
ONT11.3444.51055,NIC
ONT11.3444.51056,FSM
ONT11.3444.51060,ISM
ONT11.3444.51072,ISM
ONT11.3444.51080,ISM
ONT11.3444.51114,ISM
ONT11.3444.51129,ISM
ONT11.3444.51162,FSM
ONT11.3444.51165,NNC
ONT11.3444.51177,NNC
ONT11.3444.51187,NNC
ONT11.3444.51188,NNC
ONT11.3444.51197,NNC
ONT11.3444.51238,NNC
ONT11.3444.51241,NNC
ONT11.3444.51247,FSM
ONT11.3444.51327,FSM
ONT11.3444.51336,NNC
ONT11.3444.51653,FSM
ONT11.3444.51818,ISM
ONT11.3444.51819,NNC
ONT11.3444.51820,NNC
ONT11.3444.51835,NNC
ONT11.3444.51975,ISM
ONT11.3444.51976,NNC
ONT11.3444.51998,NNC
ONT11.3444.51999,ISM
ONT11.3444.52058,FSM
ONT11.3444.52091,ISM
ONT11.3444.52095,ISM
ONT11.3444.52114,ISM
ONT11.3444.52115,ISM
ONT11.3444.52126,ISM
ONT11.3444.52134,ISM
ONT11.3444.52136,ISM
ONT11.3444.52138,ISM
ONT11.3444.52140,ISM
ONT11.3444.52146,ISM
ONT11.3444.52149,ISM
ONT11.3444.52151,ISM
ONT11.3444.52156,ISM
ONT11.3444.52479,NIC
ONT11.3444.52481,NIC
ONT11.3444.52482,NIC
ONT11.3444.52628,NIC
ONT11.3444.52676,FSM
ONT11.3444.52678,NIC
ONT11.3444.52688,FSM
ONT11.3444.52699,NNC
ONT11.3444.52701,ISM
ONT11.3444.52879,FSM
ONT11.3444.52901,FSM
ONT11.3444.52925,FSM
ONT11.3444.52941,FSM
ONT11.3444.52953,FSM
ONT11.3444.52965,FSM
ONT11.3444.530,ISM
ONT11.3444.53118,ISM
ONT11.3444.53150,ISM
ONT11.3444.53160,ISM
ONT11.3444.53175,ISM
ONT11.3444.53184,ISM
ONT11.3444.53197,ISM
ONT11.3444.53200,ISM
ONT11.3444.53241,NNC
ONT11.3444.53248,FSM
ONT11.3444.53250,NIC
ONT11.3444.53251,NIC
ONT11.3444.53252,FSM
ONT11.3444.53265,NIC
ONT11.3444.533,FSM
ONT11.3444.53301,NIC
ONT11.3444.53302,FSM
ONT11.3444.53316,NIC
ONT11.3444.53323,NIC
ONT11.3444.53326,NIC
ONT11.3444.53331,NIC
ONT11.3444.53379,FSM
ONT11.3444.53399,FSM
ONT11.3444.53433,FSM
ONT11.3444.53512,ISM
ONT11.3444.53540,ISM
ONT11.3444.53544,ISM
ONT11.3444.53553,FSM
ONT11.3444.53555,FSM
ONT11.3444.53565,ISM
ONT11.3444.536,FSM
ONT11.3444.53610,NNC
ONT11.3444.53611,NNC
ONT11.3444.53613,FSM
ONT11.3444.53614,FSM
ONT11.3444.53616,NIC
ONT11.3444.53621,FSM
ONT11.3444.53622,NNC
ONT11.3444.53624,NNC
ONT11.3444.53626,FSM
ONT11.3444.53628,FSM
ONT11.3444.53629,NNC
ONT11.3444.53633,FSM
ONT11.3444.53649,FSM
ONT11.3444.53666,ISM
ONT11.3444.53669,ISM
ONT11.3444.53671,ISM
ONT11.3444.53673,FSM
ONT11.3444.53676,FSM
ONT11.3444.53678,FSM
ONT11.3444.53688,FSM
ONT11.3444.53697,FSM
ONT11.3444.53708,FSM
ONT11.3444.53720,ISM
ONT11.3444.53729,NNC
ONT11.3444.53736,ISM
ONT11.3444.53742,NNC
ONT11.3444.53864,ISM
ONT11.3444.53889,ISM
ONT11.3444.53894,ISM
ONT11.3444.53896,ISM
ONT11.3444.53901,ISM
ONT11.3444.53904,ISM
ONT11.3444.53913,ISM
ONT11.3444.53914,ISM
ONT11.3444.53916,ISM
ONT11.3444.53920,ISM
ONT11.3444.53923,ISM
ONT11.3444.53929,ISM
ONT11.3444.53931,ISM
ONT11.3444.53978,FSM
ONT11.3444.53979,FSM
ONT11.3444.53981,FSM
ONT11.3444.53982,NIC
ONT11.3444.53986,NNC
ONT11.3444.53987,NNC
ONT11.3444.53990,NNC
ONT11.3444.53994,NNC
ONT11.3444.54000,NNC
ONT11.3444.54002,NNC
ONT11.3444.54003,NNC
ONT11.3444.54006,NNC
ONT11.3444.54007,NNC
ONT11.3444.54013,NNC
ONT11.3444.54052,NNC
ONT11.3444.54094,ISM
ONT11.3444.5453,ISM
ONT11.3444.5479,ISM
ONT11.3444.55,NNC
ONT11.3444.55104,ISM
ONT11.3444.55170,ISM
ONT11.3444.55181,ISM
ONT11.3444.55200,ISM
ONT11.3444.55210,ISM
ONT11.3444.55364,ISM
ONT11.3444.55368,NNC
ONT11.3444.55375,ISM
ONT11.3444.55380,ISM
ONT11.3444.55381,ISM
ONT11.3444.55387,ISM
ONT11.3444.55388,ISM
ONT11.3444.55392,FSM
ONT11.3444.55393,ISM
ONT11.3444.55394,FSM
ONT11.3444.55395,NIC
ONT11.3444.55397,NNC
ONT11.3444.55399,ISM
ONT11.3444.55401,FSM
ONT11.3444.55403,FSM
ONT11.3444.55404,FSM
ONT11.3444.55405,FSM
ONT11.3444.55423,FSM
ONT11.3444.55424,FSM
ONT11.3444.55425,ISM
ONT11.3444.55428,NIC
ONT11.3444.55439,NNC
ONT11.3444.55453,FSM
ONT11.3444.55454,NIC
ONT11.3444.55496,NIC
ONT11.3444.55545,ISM
ONT11.3444.55557,ISM
ONT11.3444.55565,ISM
ONT11.3444.55587,ISM
ONT11.3444.5560,ISM
ONT11.3444.55631,ISM
ONT11.3444.55636,ISM
ONT11.3444.55643,ISM
ONT11.3444.55648,ISM
ONT11.3444.55665,ISM
ONT11.3444.55666,ISM
ONT11.3444.55667,ISM
ONT11.3444.55670,ISM
ONT11.3444.5586,ISM
ONT11.3444.585,FSM
ONT11.3444.601,ISM
ONT11.3444.602,ISM
ONT11.3444.606,ISM
ONT11.3444.623,FSM
ONT11.3444.6387,FSM
ONT11.3444.6388,NNC
ONT11.3444.6389,FSM
ONT11.3444.6391,NNC
ONT11.3444.6394,NIC
ONT11.3444.6395,NIC
ONT11.3444.6397,ISM
ONT11.3444.64,ISM
ONT11.3444.6402,NIC
ONT11.3444.6403,NIC
ONT11.3444.6405,NIC
ONT11.3444.6458,ISM
ONT11.3444.6487,ISM
ONT11.3444.6524,ISM
ONT11.3444.6554,ISM
ONT11.3444.6574,ISM
ONT11.3444.6589,FSM
ONT11.3444.6603,FSM
ONT11.3444.6613,FSM
ONT11.3444.6618,FSM
ONT11.3444.6635,ISM
ONT11.3444.6809,FSM
ONT11.3444.6817,FSM
ONT11.3444.6818,FSM
ONT11.3444.6821,FSM
ONT11.3444.6823,FSM
ONT11.3444.6825,FSM
ONT11.3444.6827,FSM
ONT11.3444.6828,FSM
ONT11.3444.6830,FSM
ONT11.3444.6833,FSM
ONT11.3444.6835,FSM
ONT11.3444.6838,FSM
ONT11.3444.6841,FSM
ONT11.3444.6844,FSM
ONT11.3444.6850,FSM
ONT11.3444.6855,FSM
ONT11.3444.6863,FSM
ONT11.3444.6865,FSM
ONT11.3444.6867,FSM
ONT11.3444.6869,FSM
ONT11.3444.7455,FSM
ONT11.3444.7611,NNC
ONT11.3444.7645,NNC
ONT11.3444.7696,ISM
ONT11.3444.7732,ISM
ONT11.3444.7905,ISM
ONT11.3444.7914,NNC
ONT11.3444.7916,ISM
ONT11.3444.7931,ISM
ONT11.3444.7935,ISM
ONT11.3444.7936,ISM
ONT11.3444.7941,ISM
ONT11.3444.7942,ISM
ONT11.3444.8194,NIC
ONT11.3444.8273,NIC
ONT11.3444.8278,ISM
ONT11.3444.8323,NNC
ONT11.3444.8324,ISM
ONT11.3444.8329,ISM
ONT11.3444.8340,ISM
ONT11.3444.8344,ISM
ONT11.3444.8345,ISM
ONT11.3444.8372,ISM
ONT11.3444.8376,ISM
ONT11.3444.8380,ISM
ONT11.3444.8385,ISM
ONT11.3444.8410,ISM
ONT11.3444.8416,ISM
ONT11.3444.8421,ISM
ONT11.3444.8431,ISM
ONT11.3444.8436,ISM
ONT11.3444.8438,ISM
ONT11.3444.8461,ISM
ONT11.3444.8536,FSM
ONT11.3444.8538,FSM
ONT11.3444.8540,FSM
ONT11.3444.8541,FSM
ONT11.3444.8543,FSM
ONT11.3444.8545,FSM
ONT11.3444.8547,FSM
ONT11.3444.8552,NIC
ONT11.3444.8553,FSM
ONT11.3444.8554,NNC
ONT11.3444.8570,NNC
ONT11.3444.8581,NNC
ONT11.3444.8582,NNC
ONT11.3444.8587,FSM
ONT11.3444.8596,FSM
ONT11.3444.8607,NNC
ONT11.3444.8608,NNC
ONT11.3444.8614,NNC
ONT11.3444.8657,NNC
ONT11.3444.8772,FSM
ONT11.3444.9199,NNC
ONT11.3444.9434,FSM
ONT11.3444.9793,FSM
ONT11.3444.9802,FSM
ONT11.3444.9987,ISM
ONT11.3448.10069,FSM
ONT11.3448.10075,FSM
ONT11.3448.10191,NNC
ONT11.3448.10211,NNC
ONT11.3448.10217,FSM
ONT11.3448.10255,NNC
ONT11.3448.1032,FSM
ONT11.3448.1033,NNC
ONT11.3448.1035,NNC
ONT11.3448.1036,NIC
ONT11.3448.10404,FSM
ONT11.3448.10405,FSM
ONT11.3448.10406,NNC
ONT11.3448.10408,FSM
ONT11.3448.10409,NNC
ONT11.3448.10410,NIC
ONT11.3448.10412,ISM
ONT11.3448.10414,ISM
ONT11.3448.10415,NNC
ONT11.3448.10418,FSM
ONT11.3448.10423,ISM
ONT11.3448.10426,NNC
ONT11.3448.10427,NNC
ONT11.3448.10429,ISM
ONT11.3448.10432,ISM
ONT11.3448.10433,FSM
ONT11.3448.10436,ISM
ONT11.3448.10437,NNC
ONT11.3448.10440,NIC
ONT11.3448.10442,FSM
ONT11.3448.10443,NIC
ONT11.3448.10447,NNC
ONT11.3448.1045,NNC
ONT11.3448.10455,NNC
ONT11.3448.10460,NIC
ONT11.3448.10465,NNC
ONT11.3448.10468,FSM
ONT11.3448.10469,ISM
ONT11.3448.10476,FSM
ONT11.3448.10507,NNC
ONT11.3448.10511,NNC
ONT11.3448.10531,NIC
ONT11.3448.10534,NIC
ONT11.3448.10549,FSM
ONT11.3448.10552,FSM
ONT11.3448.10739,FSM
ONT11.3448.10744,FSM
ONT11.3448.10911,FSM
ONT11.3448.10912,ISM
ONT11.3448.10914,ISM
ONT11.3448.10915,ISM
ONT11.3448.10916,NNC
ONT11.3448.10918,FSM
ONT11.3448.10921,NIC
ONT11.3448.10923,NNC
ONT11.3448.10925,FSM
ONT11.3448.10926,NIC
ONT11.3448.10929,ISM
ONT11.3448.10931,NIC
ONT11.3448.10932,ISM
ONT11.3448.10934,ISM
ONT11.3448.10935,ISM
ONT11.3448.10937,NIC
ONT11.3448.10938,NNC
ONT11.3448.10947,FSM
ONT11.3448.10951,ISM
ONT11.3448.10954,NIC
ONT11.3448.10957,NIC
ONT11.3448.11980,NNC
ONT11.3448.12088,FSM
ONT11.3448.12114,FSM
ONT11.3448.12132,ISM
ONT11.3448.12133,NNC
ONT11.3448.12135,NNC
ONT11.3448.12136,ISM
ONT11.3448.12137,FSM
ONT11.3448.12140,ISM
ONT11.3448.12141,NNC
ONT11.3448.12142,NNC
ONT11.3448.12143,ISM
ONT11.3448.12144,FSM
ONT11.3448.12145,ISM
ONT11.3448.12146,NIC
ONT11.3448.12148,FSM
ONT11.3448.12149,FSM
ONT11.3448.12150,FSM
ONT11.3448.12151,FSM
ONT11.3448.12152,NNC
ONT11.3448.12154,FSM
ONT11.3448.12159,NNC
ONT11.3448.12161,NNC
ONT11.3448.12162,FSM
ONT11.3448.12163,FSM
ONT11.3448.12168,ISM
ONT11.3448.12170,NIC
ONT11.3448.12174,NNC
ONT11.3448.12175,ISM
ONT11.3448.12182,NNC
ONT11.3448.12189,NIC
ONT11.3448.12195,FSM
ONT11.3448.12207,FSM
ONT11.3448.12214,NNC
ONT11.3448.12222,NNC
ONT11.3448.12226,NNC
ONT11.3448.12227,NNC
ONT11.3448.12290,NNC
ONT11.3448.12294,NNC
ONT11.3448.12332,NNC
ONT11.3448.12356,ISM
ONT11.3448.12411,NIC
ONT11.3448.12533,ISM
ONT11.3448.1366,NNC
ONT11.3448.1367,NNC
ONT11.3448.1382,NNC
ONT11.3448.1392,NNC
ONT11.3448.1417,NNC
ONT11.3448.1449,NNC
ONT11.3448.1458,NNC
ONT11.3448.15035,NNC
ONT11.3448.1504,NNC
ONT11.3448.15179,NNC
ONT11.3448.15183,NNC
ONT11.3448.15200,NNC
ONT11.3448.15202,NNC
ONT11.3448.15207,NNC
